,楼盘名称,楼盘价格,楼盘位置,楼盘户型,link,longitude,latitude
141,['葛洲坝紫郡蘭园'],8500,三环线与沌口路交汇处（6号线老关村地铁站旁）,"['一居室(2)', '二居室(2)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_gzbzjlybjwtw/,114.2382911,30.4959135
142,['百瑞景滨江生活区'],5488,阳逻平江大道北侧（湖北大学阳逻校区对面）,"['一居室(1)', '三居室(7)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_brjbjshqbjydj/,114.5906491,30.65228172
143,['帝大御璟城'],10000,盘龙城经济开发区盘龙大道47号（百联奥特莱斯正对面）,"['三居室(10)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_ddyjcbjyef/,114.2642197,30.73730031
144,['武汉诺德逸园'],6500,横店街环后湖北路以北、临空东街以东,"['三居室(1)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_whndyybjyeg/,114.2814498,30.76143679
145,['南益名悦华府'],8500,洪山区青菱新城南郊路与建阳四路交汇处以东,"['三居室(9)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_nymyhfbjyfn/,114.2550528,30.47034308
146,['江樾云著'],11500,湖北省武汉市东西湖区,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_jhjyyzbjyvm/,114.1434587,30.62591982
147,['正商书香华府'],6500,蔡甸街成功大道与茂兴路交会处,['三居室(5)'],https://wh.fang.lianjia.com//loupan/p_zssxhfbkaou/,114.3785411,30.42221676
148,['地铁时代云上城'],12500,金潭路地铁8号线金潭路站C出口,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dtsdyscbkawa/,114.2858252,30.68335923
149,['首开光明国风上观'],9000,东西湖区轻轨1号线径河站东侧,"['二居室(1)', '三居室(4)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_skgmgfsgbkcbm/,114.127237,30.66539716
150,['武汉城建·电建汤湖观筑'],10000,车城东路与沌口路交汇处（汤湖公园旁）,"['三居室(3)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_tjthgzbkcch/,114.1688027,30.47082912
151,['中国电建地产.洺悦江湾'],20000,老关路与拦江路交汇处,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_djdcmyjwbkcco/,114.2793236,30.55063556
152,['金地悦江时代'],7000,古田路与古田二路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_jdyjsdbkcez/,114.2088638,30.61762913
153,['金融街金悦府'],15500,珞狮南路延长线文化大道与环湖路交会处,"['三居室(9)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_jrjjyfbkctd/,114.328214,30.39339994
154,['御湖园'],26000,汉口北大道新十公路特1号,[],https://wh.fang.lianjia.com//loupan/p_yjgjbkehv/,114.3383672,30.73007634
155,['方园'],19600,工业路方园,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_fybkfbx/,114.394058,30.62900291
156,['光明府'],6500,九康大道与常禄大街交汇处,['三居室(5)'],https://wh.fang.lianjia.com//loupan/p_gmfbkfci/,114.0605509,30.44076521
157,['武汉城建·融创|锦上公馆'],8500,武汉市江夏区五里界锦绣大道武汉城建·融创|锦上公馆,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_wdjxhfbkfcw/,114.4047471,30.34997263
158,['新城桃李郡'],8000,三店大道新城桃李郡,"['二居室(1)', '三居室(9)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_xctljbkfer/,114.1321697,30.66240789
159,['汉口道6号'],9000,金银湖办事处环湖二路6号,"['三居室(3)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hkdbkfeu/,114.2222759,30.67835846
160,['江悦蘭园'],8500,金山大道与新城十二路交汇处,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jylybkfew/,114.1135292,30.63230474
161,['中交香颂'],5632,汪集街道汉施公路与荣生路交汇处,"['三居室(3)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_zjxsbkfhs/,114.7125054,30.7806237
162,['中国铁建江语城'],8600,武汉东西湖区金山大道与新城十二路交汇处,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_zgtjjycbkfyi/,114.1135292,30.63230474
163,['葛洲坝紫郡蘭园'],19000,老关村地铁站葛洲坝紫郡蘭园,[],https://wh.fang.lianjia.com//loupan/p_gzbzjlybkgau/,114.2301432,30.502273
164,['招商江山风华'],22000,四新南路与晴川大道交汇处,"['三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_zsjshybkhcw/,114.2695215,30.53107858
165,['绿城金地凤起听澜'],23000,晴川大道与四新南路交叉口西100米,"['三居室(5)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_lcjdfqtlbkhei/,114.2695215,30.53107858
166,['交投逸景天宸'],6800,常福大道与云龙三路交汇处,"['三居室(7)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_jtyjtcbkhup/,114.0708876,30.44639623
167,['景瑞天赋半岛'],235-500,五贤路西50米后官湖湿地公园旁,"['二居室(1)', '四居室(4)', '五居室(2)']",https://wh.fang.lianjia.com//loupan/p_jrtfbdbkhuu/,114.0750299,30.55113885
168,['武汉城建汉樾台'],16000,省警官学院北区旁,"['二居室(2)', '三居室(5)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_bkhyb/,114.213742,30.60745354
169,['融创九坤璟宸时代'],13000,团结街与四明路交汇处,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jkwhjcbkibc/,114.1487828,30.61516643
170,['万可后海'],10000,新十公路（解放大道延长线）汉口北中心幼儿园旁,"['二居室(2)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_wkhhbkivv/,114.3362346,30.73284047
171,['交投合盛嘉园'],7500,天湖路与临空东街交汇处,"['三居室(4)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jthsjybkivw/,114.2891248,30.77616107
172,['武地电建君樾府'],7500,经开大道智慧生态城管理办公室南300米（在建16号...,"['二居室(1)', '三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_wddjjyfbkixu/,114.150312,30.41583567
173,['北辰金地漾时代'],10000,金山大道与新城十二路交汇口，地铁6号线富民南路站,"['三居室(6)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bcjdysdbkjkp/,114.1135292,30.63230474
174,['北辰经开优+'],7600,智慧生态城设法山路与川江池一路交汇处,"['三居室(3)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bcjkybkjox/,114.150312,30.41583567
175,['世界城创世界'],8549,神墩三路和驿山南路交汇处（新月溪公园旁）,"['一居室(10)', '二居室(3)']",https://wh.fang.lianjia.com//loupan/p_sjccsjbkjpg/,114.513367,30.48526792
176,['旭辉千山凌云'],26000,高新二路与光谷大道交汇处,"['三居室(6)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_xhqslybkjwb/,114.4272897,30.48396644
177,['鹏湖湾十二墅'],35000,珞狮南路延长线文化大道（长江职业技术学院对面）,['四居室(2)'],https://wh.fang.lianjia.com//loupan/p_phwbkkev/,114.3223489,30.4085424
178,['星光耀尊蓝'],7000,星光大道9号（武汉市江夏区红花路与星光大道交叉路口...,['一居室(3)'],https://wh.fang.lianjia.com//loupan/p_whxgbkkfb/,114.2647377,30.41140611
179,['朗诗熙华府'],19800,杨园南路与北洋桥路交汇处,"['二居室(1)', '三居室(5)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_lsxhfbkkgj/,114.4160644,30.61764179
180,['城投联投誉江南'],16000,湖北省武汉市洪山区新武金堤路,"['一居室(3)', '三居室(3)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_ctltyjnbmcei/,114.2906652,30.5134642
181,['武汉城建·信达｜后湖里'],20000,绿柳路武汉城建·信达｜后湖里,"['二居室(1)', '三居室(3)']",https://wh.fang.lianjia.com//loupan/p_whcjxdhhlbmclm/,114.2719873,30.64050514
182,['银丰苑'],6500,汽渡路53号,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_yfybmclo/,114.5730978,30.66027887
183,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
184,['绿城·湖畔雲庐'],38000,湖北省武汉市江汉区云飞路CBD楚世家旁（辅仁小学C...,"['三居室(3)', '四居室(7)']",https://wh.fang.lianjia.com//loupan/p_lchpylbmclr/,114.2455594,30.59217912
185,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
186,['恒隆府'],30000,京汉大道600号,"['二居室(1)', '三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_hlfbmcvt/,114.2789593,30.58310826
187,['武汉大悦城'],50000,高新大道中粮光谷大悦城,[],https://wh.fang.lianjia.com//loupan/p_whdycbmcxr/,114.4885525,30.48854108
188,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
189,['武汉瑞府'],50000,江岸区解放大道与头道街交汇处,"['三居室(4)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_hrrfbmdju/,114.3234859,30.62797755
190,['保利云璟'],18500,福溢环路保利云璟,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_blyjbmdjv/,114.3115196,30.67418177
191,['御江壹品青山樽'],22656,临江大道御江壹品青山樽,"['三居室(7)', '四居室(2)', '五居室(1)']",https://wh.fang.lianjia.com//loupan/p_yjypqszbmdkf/,114.3834269,30.64121675
192,['武汉城建·悦享湖璟'],11000,经济开发区沌口路与万家湖路交汇处（规划中10号线万...,"['三居室(7)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdkm/,114.1883033,30.47776124
193,['香开长龙'],6300,柴泊大道与翔飞路交汇处东行300米,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xkclbmdop/,114.601353,30.69514815
194,['恺德熹园'],22500,湖北省武汉市洪山区富安街,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_kdxybmdpb/,114.331019,30.50640552
195,['东湖ONE'],21500,洪山区团结大道与三号路交汇处东南部,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dhONEbmdpc/,114.3972494,30.61137657
196,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
197,['华润置地花山半岛九里'],17500,湖北省武汉市洪山区,"['三居室(3)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hrltbdjlbmdph/,114.3504555,30.50633396
198,['中法企业中心绿景香颂'],11500,新天大道中法企业中心绿景香颂,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bmdso/,114.0995771,30.56333975
199,['光谷鼎正悦府'],21500,湖北省武汉市江夏区高新四路辅路,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_ggdzyfbmdtd/,114.4953431,30.46302427
200,['幸福湾星语'],14800,解放大道幸福湾星语,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xfwxybmdth/,114.3519414,30.68756378
201,['金地汉口峯汇'],36000,京汉大道金地汉口峯汇,"['三居室(3)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_jdhkfhbmdxg/,114.2755062,30.58274793
202,['金地兰亭长江序'],15000,湖北省武汉市汉阳区左岸大道,"['三居室(4)', '四居室(4)']",https://wh.fang.lianjia.com//loupan/p_jdcjffbmdxw/,114.2372874,30.49402414
203,['恒达盘龙湾梅苑'],10400,腾龙大道恒大盘龙湾梅苑,"['三居室(5)', '四居室(7)']",https://wh.fang.lianjia.com//loupan/p_hdplwmybmdzx/,114.2755836,30.72887904
204,['华发都荟天地'],17200,古田二路华发都荟天地,"['二居室(1)', '三居室(7)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_hfdhtdbmeco/,114.2055886,30.60184997
205,['华发公园首府'],33000,湖北省武汉市硚口区航空路15-50号,"['三居室(6)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_hfgysfbmecp/,114.2627447,30.59076519
206,['中奥星耀天悦'],价格待定,飞云路中奥星耀天悦,[],https://wh.fang.lianjia.com//loupan/p_zaxytybmege/,114.2088917,30.55745862
207,['印湖云著'],19500,枫树三路印湖云著,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_fsslyhyzbmekp/,114.121977,30.47468248
208,['中建东湖之星'],29000,鲁磨路中建东湖之星,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_zjdhzxbmeqg/,114.4073038,30.52005307
209,['城投光谷香恋'],20000,橡树路城投光谷香恋,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_ctggxlbmeru/,114.3884,30.45508695
210,['上坤樾湖半岛'],价格待定,庙山东路上坤樾湖半岛,[],https://wh.fang.lianjia.com//loupan/p_bmerv/,114.3826131,30.42664711
211,['绿城留香园'],18500,青松路绿城留香园,"['三居室(7)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_lclxybmerx/,114.2695285,30.64479437
212,['万科华生星耀大道'],13000,湖北省武汉市硚口区长丰大道62号,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_wkhsxyddbmery/,114.1879813,30.61655092
213,['万科公园5号'],25000,江汉区三眼桥路6号线唐家墩站,"['三居室(9)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_wkgy5hbmerz/,114.2815817,30.61835349
214,['保利城七期云廷'],20000,湖北省武汉市洪山区和平街道铁机东路中铁第四勘察设计...,"['二居室(1)', '三居室(6)']",https://wh.fang.lianjia.com//loupan/p_blcqqytbmesu/,114.351832,30.60911572
215,['禹洲新希望雍禧兰台'],21000,经济开发区四新南路与新华园二路交汇处,['四居室(3)'],https://wh.fang.lianjia.com//loupan/p_sxnlyzxxwyxltbmfrv/,114.1892563,30.53613308
216,['中铁阅湖郡'],15000,湖北省武汉市东西湖金山大道与吴中街路交汇处向南150米,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_ztyhjbmfyc/,114.055905,30.66770754
217,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
218,['车都凤鸣桃源'],12000,通顺大道车都凤鸣桃源,['四居室(5)'],https://wh.fang.lianjia.com//loupan/p_lcfmtybmgke/,114.1395258,30.44609913
219,['车都外校城'],10500,万家湖路车都外校城,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_cdwxcbmgkf/,114.1808548,30.46902992
220,['金地长江艺境'],8600,经开大道与枫林六路交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_jdcjyjbmgkg/,114.1433562,30.38784823
221,['龙湖楚世家景粼天序'],10000,S106龙湖楚世家景粼天序,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_lhcsjjltxbmgkj/,114.0983846,30.57161236
222,['经发金地·四季都会'],11000,北华街东延线1公里·花山绿道旁,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_jfjdsjdhbmgkr/,114.3473951,30.37064811
223,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
224,['龙湖楚世家景粼天序'],13000,湖北省武汉市蔡甸区S106,"['四居室(2)', '五居室(1)']",https://wh.fang.lianjia.com//loupan/p_lhcsjjltxbmgvj/,114.0354796,30.58811362
225,['光谷洺悦天玺'],27500,高科园路光谷洺悦天玺,"['三居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_ggmytxbmgwx/,114.5279653,30.48981888
226,['华润置地花山半岛九里'],27000,湖北省武汉市洪山区,['四居室(5)'],https://wh.fang.lianjia.com//loupan/p_hrltbdjlbmhde/,114.3504555,30.50633396
227,['保利清能拾光年'],9000,湖北省武汉市东西湖区革新大道538号,"['二居室(2)', '三居室(4)']",https://wh.fang.lianjia.com//loupan/p_blqnsgnbmhhk/,114.1334893,30.61914662
228,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
229,['隐秀山居'],价格待定,茂兴路隐秀山居,[],https://wh.fang.lianjia.com//loupan/p_yxsjbmhhp/,114.0481692,30.57184113
230,['弘阳天悦'],15500,墨水湖路弘阳天悦,"['二居室(1)', '三居室(3)']",https://wh.fang.lianjia.com//loupan/p_hytybmhhq/,114.2536798,30.55572822
231,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
232,['联发悦文华'],8500,湖北省武汉市东西湖区径河街道十字东街7号,"['二居室(1)', '三居室(3)']",https://wh.fang.lianjia.com//loupan/p_lfyfbmhlx/,114.171109,30.68541871
233,['万科金域光年'],12000,董家店路万科金域光年,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_wkjygnbmhox/,114.1508924,30.57433706
234,['新世界汉江·云赫'],19000,琴台大道汉江云赫,"['三居室(3)', '四居室(6)', '五居室(1)']",https://wh.fang.lianjia.com//loupan/p_hjyhbmhoy/,114.2349086,30.57457313
235,['枫华国际'],18000,鹦鹉大道枫华国际,"['三居室(3)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bmhoz/,114.271925,30.54337666
236,['恒基旭辉铂悦园著'],21000,武汉市东西湖区金南二路以东、园博园北路以北,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_hjxhbyyzbmhsp/,114.2234463,30.64101821
237,['中城新时代'],250-260,四环线中城新时代,['四居室(2)'],https://wh.fang.lianjia.com//loupan/p_zcxsdbmhvr/,114.22716,30.73740887
238,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
239,['朗诗森蓝'],11000,新天大道朗诗森蓝,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_bmhzv/,114.1299461,30.55887778
240,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
241,['武汉蔡甸吾悦广场'],6400,湖北省武汉市蔡甸区新天大道辅路,"['三居室(3)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bmiez/,114.1091427,30.55834258
242,['万科莱茵公园'],价格待定,常福大街万科莱茵公园,[],https://wh.fang.lianjia.com//loupan/p_wklygybmifa/,114.0146202,30.44843028
243,['中交越秀·知园'],28200,武汉·光谷·花山软件新城（地铁站）北 中交越秀·知...,"['四居室(7)', '五居室(4)']",https://wh.fang.lianjia.com//loupan/p_zjzybmikf/,114.5113841,30.56241642
244,['华润翡翠星座'],7500,古田二路与成华路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hrfccbmine/,114.2088638,30.61762913
245,['和雅东方'],25000,园艺二路和雅东方,"['三居室(6)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_hydfbminh/,114.2645187,30.45235108
246,['天纵御景湾'],18000,川龙大道与后湖北路交汇处,[],https://wh.fang.lianjia.com//loupan/p_tzyjwbmios/,114.3016573,30.76602989
247,['兰亭大境'],22000,沌口路兰亭大境,[],https://wh.fang.lianjia.com//loupan/p_ltdjbmipb/,114.235155,30.49760126
248,['中海寰宇天下'],30500,晴川大道中海寰宇天下,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_zhhytxbmixj/,114.2730291,30.55318445
249,['江樾云著'],25000,湖北省武汉市东西湖区东西湖大道21号,[],https://wh.fang.lianjia.com//loupan/p_jyyzbmizi/,114.1471342,30.62358085
250,['常阳东骏城'],7000,柴泊大道常阳东骏城,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_cydjcbmjbz/,114.5812659,30.69421359
251,['绿都中央公园'],13955,红旗街富力绿都中央公园,['三居室(6)'],https://wh.fang.lianjia.com//loupan/p_flldzygybmjgg/,114.3173851,30.39841843
252,['城投光谷香恋'],34000,橡树路城投光谷香恋,"['三居室(3)', '四居室(2)', '五居室(1)']",https://wh.fang.lianjia.com//loupan/p_ctggxlbmjrd/,114.3884,30.45508695
253,['中建锦绣双城'],价格待定,蔡甸大街中建锦绣双城,[],https://wh.fang.lianjia.com//loupan/p_zjjxscbmjzq/,114.0158594,30.57978461
254,['金地国际城'],7600,武汉市汉阳区黄金口汉阳大道与董家店路交汇处（黄金口...,"['二居室(1)', '三居室(10)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jdgjcbmkcm/,114.1659615,30.59733057
